%m10%w1?	%m10%w1?
%m10%w2?	%m10%w2?
%m10%w3?	%m10%w3?
%m10%w4?	%m10%w4?
%m10%w5?	%m10%w5?
%m10%w6?	%m10%w6?
%m10%w7?	%m10%w7?
%m10%w8?	%m10%w8?
"I want you to concentrate on your billfold," Paul says. "Clear your mind, and think solely about the contents of your wallet."	「集中精神想著你的皮夾，」Paul 說。「腦袋放空，只想皮夾裡裝了什麼。」"
Since clearing your mind is no problem for you, Larry, you do so easily.	Larry，反正你腦袋本來就空空如也，這對你毫無難度。
"I'm getting a message... I see something..."	「我收到訊息了…我看到東西了…」
"I've GOT IT!" he exclaims. "If you open your billfold you'll discover some wrinkled business cards, lots of notes, some credit cards (which won't work in this game), and exactly $%v90.00 in cash!!"	「我抓到了！」他大喊。「打開你的皮夾，會看到幾張皺巴巴的名片、一堆小紙條、幾張刷不動的信用卡（這遊戲裡沒用），還有現金正好 $%v90.00！！」"
"Ladi... uh, GENTLEMAN!" shouts the comic. "PAUL THE MAGNIFICENT has done it again!!"	「仕…呃，各位先生！」喜劇演員喊道。「神乎其技的 PAUL 又成功啦！！」
Just to make sure, you take out your wallet and look inside...	為求保險，你還是掏出皮夾瞄了一眼…
"Sometimes, she even watches the screen!"	「有時候她甚至會看一下大螢幕！」
"I asked my wife, 'How come you never tell me when you're having an orgasm?'"	「我問老婆『妳高潮的時候怎麼從來不講一聲？』」"
"She replied, 'Cause you're never around!"	「她回『因為你人根本不在啊！』」"
"My wife just loves to experiment. Last week she mixed speed with her Midol."	「我老婆超愛亂搞實驗。上禮拜她把經痛藥配安非他命一起吞。」"
"She had her period six times in one day!"	「結果她一天來了六次好朋友！」"
"My wife is a lot like Halley's Comet."	「我老婆跟哈雷彗星有夠像。」"
"They both come once every 76 years!"	「她們都是七十六年才來一次！」"
Remember: you can't get it!	記住：你就是拿不到！
"My son is becoming a real computer wiz!"	「我兒子快變成電腦神童了！」"
"His teacher called him a 'master byter.'"	「他老師誇他是『位元咬人王』。」"
"My uncle, the inventor, crossed a cucumber with a Mexican jumping bean."	「我那當發明家的叔叔，把小黃瓜跟墨西哥跳豆混種。」"
"He calls it the world's first organic vibrator!"	「他管這叫世界第一支『天然有機』震動器！」"
"Last week, I got arrested by a female cop. She asked me, 'Are you carrying a concealed weapon?'"	「上禮拜我被女警攔下來。她問『你身上藏傢伙沒？』」"
"I replied, 'Keep frisking me, and I soon will be!'"	「我說『妳再摸下去，我馬上就有傢伙了！』」"
"My best sexual encounter was in the South Sea Islands..."	「我這輩子最猛的一次，是在南太平洋島上……」"
"I pushed a volcano into a virgin!"	「我把一座火山推進了一片處女地！」"
"Didja hear about the copier company that bought out a musical instrument maker?"	「你聽過那家影印機公司併購樂器廠的事嗎？」"
"They're gonna market a new, reproductive organ!"	「他們要推出全新的『生殖風琴』！」"
"Thank you, thank you!"	「謝謝，謝謝！」"
The girls' smiles beam!	女孩們笑得合不攏嘴！
"Well, that's all I know, folks," the comic says. "Come back for the next show, and you can hear 'em all again!"	「各位，我知道的就這些了，」喜劇演員說。「下一場再來，保證讓你們全部再聽一遍！」
\nPress F4 to decrease bet.\n\nPress F6 to increase bet.\n\nPress F8 to pull handle.\n	\n按 F4 減少賭注。\n\n按 F6 增加賭注。\n\n按 F8 拉把手。\n
\n           RESULTS           PAYS\n|--------------------------------|\n| Cherry |        |        |  1  |\n| Cherry | Cherry |        |  2  |\n| Cherry | Cherry | Cherry |  4  |\n|--------|--------|--------|-----|\n| Orange | Orange |        |  2  |\n| Orange | Orange | Orange |  4  |\n|--------|--------|--------|-----|\n| Seven  | Seven  |        |  3  |\n| Seven  | Seven  | Seven  |  5  |\n|--------|--------|--------|-----|\n| Bar    | Bar    | Bar    |  7  |\n|--------------------------------|\n	\n           結果         贏錢\n|--------------------------------|\n| 櫻桃 |        |        |  1  |\n| 櫻桃 | 櫻桃 |        |  2  |\n| 櫻桃 | 櫻桃 | 櫻桃 |  4  |\n|--------|--------|--------|-----|\n| 橙子 | 橙子 |        |  2  |\n| 橙子 | 橙子 | 橙子 |  4  |\n|--------|--------|--------|-----|\n| 七點 | 七點 |        |  3  |\n| 七點 | 七點 | 七點 |  5  |\n|--------|--------|--------|-----|\n| 棒子 | 棒子 | 棒子 |  7  |\n|--------------------------------|\n
You insert zero dollars, and pretend to pull the handle.	你投進零元，假裝拉了一下拉桿。
You win zero dollars!	你贏得零元！
Is this your idea of a good time?	你覺得這樣很好玩？
This machine has a $20.00 limit.	這台機器上限 20 元。
You can't bet more than you have.	你身上沒那麼多錢，別想超額下注。
It's an electronic slot machine. When you tire of playing, just type "stop."	這是台電子老虎機。玩膩了，打「stop」就行。
Don't be in such a hurry!	別這麼猴急！
Slow down!	慢點！
What are you? A "Type-A" personality?	你是怎樣？「工作狂」性格喔？
You are sitting at a blackjack table in the casino. There is a sign on the table titled "House Rules."	你坐在賭場的二十一點桌邊。桌上立著一塊「賭場規則」的牌子。
Do you want insurance? 	要買保險嗎？
Amount in dollars: $	金額：$
Please bet an even number of dollars (2, 4, 6, etc.). The house does not keep half-dollars.	請下偶數金額（2、4、6…），賭場不找半塊錢。
The dealer has blackjack!	莊家二十一點！
Surrendering your cards, you are refunded half of your bet.	你棄牌認輸，退回一半賭金。
You bet zero dollars, receive zero cards, and win zero dollars and zero cents.	你賭了零元、拿了零張牌、贏了零元零分。
You can play all night like this!	這樣你可以玩一整晚！
Your insurance bet pays 2 to 1.	你的保險注以 2 賠 1。
Please answer "y" or "n".	請回答「y」或「n」。
You are busted.	你爆牌了。
The dealer busted.	莊家爆了。
She's a beautiful young lady, but you vow to keep your thoughts on the game.	她是個大美女，但你發誓要專心打牌。
It's a push!	平手！
"Thanks for playing," says the dealer, finally cracking a smile. "Come back anytime."	「謝謝賞光，」莊家終於擠出一絲笑容。「歡迎隨時再來。」
You lose!	你輸了！
You have blackjack.	你拿到二十一點！
Six cards make a winner.	湊滿六張牌就算贏。
You can only 	你只能
 when you have two cards.	 當你手上只有兩張牌時。
"Please, no talking at the tables."	「牌桌上請勿聊天。」"
That's not a pair.	那不算一對。
"I'm sorry, Sir. We're not permitted to accept gratuities!"	「抱歉，先生，我們不能收小費！」"
%m19double when you have 10 or 11 points.	%m19當你有 10 或 11 點時加倍。
%m19split%m20	%m19分牌%m20
%m19surrender%m20	%m19認輸%m20
Don't be in such a hurry. Finish this hand first!	別急，先把這手打完！
It's too late now. This hand is already being played.	太遲了，這手牌已經在打了。
$20.00 is the maximum bet at this table.	這桌最高下注 20 元。
Your first hand 	你的第一手牌 
%m34is a push!	%m34平手！
%m34wins!	%m34贏了！
%m34loses!	%m34輸了！
%m34busted!	%m34爆牌了！
%m43is a push!	%m43平手！
%m43wins!	%m43贏了！
%m43loses!	%m43輸了！
%m43busted!	%m43爆牌了！
Your split hand 	你的分牌 
Please wait until it's your turn.	請等輪到你再說。
\n        HOUSE RULES\n\nThis table has a $20.00 limit. Bets must be a multiple of $2.00.\n\nDealer must hit 16, and must stand on 17.\n\nBlackjack pays 1-1/2 to 1 odds.\n\nAny six cards under 22 wins.\n	\n        賭場規則\n\n這桌最高限額 20 元。賭注必須是 2 元的倍數。\n\n莊家 16 點要補牌，17 點要停。\n\n二十一點賠 1.5 比 1。\n\n六張牌且不超過 21 點就贏。\n
\nInsurance bets are offered whenever the dealer shows an ace. They are half your bet, and pay 2 to 1 odds.\n\nYou may split a pair or surrender whenever you have only two cards.\n\nYou may double down if your cards total 10 or 11 points.\n	\n莊家出 A 就可買保險，賭金是下注的一半，贏率 2:1。\n\n任何時刻只有兩張牌可以分牌或投降。\n\n牌數合計 10 或 11 點可加倍下注。\n
\nPress F4 when ready to play.\n\nPress F6 for another card.\n\nPress F8 to stand.\n\nTo change the amount of your bet, type "change bet."\n	\n準備好按 F4 開始。\n\n要牌按 F6。\n\n停牌按 F8。\n\n改下注金額輸入「change bet」。\n
You are in the Casino's hotel. Doors line each side, many with "Do Not Disturb" signs on their doorknobs.	你在賭場旅館內，兩側房門一字排開，不少門把上都掛著「請勿打擾」的牌子。
There's a door with a heart on it to the west.	西邊有扇貼著愛心的門。
Not one for those long elevator rides, eh, Larry?	不愛坐電梯坐個老半天啊，Larry？
You rap your knuckles on the door. There is no response, but now your knuckles hurt.	你敲了敲門，沒人應門，倒是把自己的指節敲痛了。
Fawn's delicate voice booms out across the hotel:\n\n"Just a minute, Larry!"	Fawn 嬌滴滴的聲音響徹整間旅館：\n\n「等一下，Larry！」
There's a click as she unlocks the door, then a piercing "Come on in. The door's open."	喀一聲，她把門鎖打開，接著一聲尖亮的「進來吧，門沒鎖。」
You can't. This door is locked.	不行，門鎖著。
Subtly, you shout, "Here I come, baby!"	你「含蓄」地吼了一句：「寶貝，我來啦！」
It's a door not unlike all the others, except this one has a cute, trite, cracked, little, plastic heart stuck to it with a thumbtack.	這扇門跟其他扇沒兩樣，只是用圖釘釘著一個可愛又俗氣、裂了角的小塑膠愛心。
It's a door just like all the others.	這就是普通的一扇門。
They almost look real, don't they?	看起來還挺像真的，對吧？
You seem surprised that the door is locked.	你對門鎖著這件事似乎很意外。
You close the door behind you, and jiggle the knob to confirm it is locked.	你隨手關上門，晃了晃門把確認鎖好了。
Isn't it funny how the elevator is always waiting for you?	電梯總是剛好在等你，是不是很妙？
The cheap, plastic heart is not worth the bother.	這種廉價塑膠愛心不值得你費心。
Fawn's sexy voice oozes through the door, "Oh, baby, it's you! You're back!!"	Fawn 性感的嗓音從門縫滲出來：「喔寶貝，是你！你回來啦！！」
There's a click as she unlocks the door. "Come on in, you wonderful hunk!"	喀一聲門鎖打開。「進來吧，你這性感尤物！」
It's no good. The door resists all of your efforts.	沒用，這扇門死也不動。
You contemplate expec- toration, but remember that discretion is the better part of valium.	你本想吐口痰，但轉念一想——「三思而後鎮」才是硬道理。
...or helium,	…或者氦氣，
...or something.	…還是什麼的啦。
Suicide is illegal here.	這裡自殺是犯法的。
You rap your knuckles on the nearest door.	你敲了敲最近那扇門。
This must not be the right door, Larry.	Larry，這扇門顯然不對。
"Hey, Scott, the girls are here!!"	「嘿，Scott，女孩們到啦！！」
"It says 'Do NOT Disturb!' Can't you read?"	「上面寫著『請勿打擾』！你不識字啊？」
You hear some extremely heavy breathing.	你聽見一陣極度粗重的喘息聲。
"Go away! I gave at the office!"	「滾開！我在辦公室已經『奉獻』過了！」
"Oh, Russ, there's someone at the door!"\n\n"They're gonna have to wait, Kim Baby! It's too late for me to stop now!!"	「喔，Russ，有人在敲門！」\n\n「讓他們等著，Kim 寶貝！我現在停不下來了！！」
"Baaaaah. Baaaaah!"\n\nDon't even ask, Larry!	「咩—咩—！」\n\nLarry，別問，你不會想知道的！
"Oh, Bruce!\nOh, Howard!\n\nOh, Terri!\nOh, Carrie!"	「喔，Bruce！\n喔，Howard！\n\n喔，Terri！\n喔，Carrie！」
"Ken! Get off me, Ken!!"	「Ken！下來，Ken！！」
"Oh, gawd, Ed!! Get in the closet. It's my husband!!"	「天啊，Ed！！快躲進衣櫃！是我老公！！」
"Bobbit, is that you?"	「Bobbit，是你嗎？」
"Not now; I've got wessonality!"	「現在不行，我渾身是油，滑不溜丟！」
"Is that Room Service? I didn't order anchovies."	「是客房服務嗎？我沒點鯷魚啊。」
An eye appears at the peephole. "Hey, Mary! Isn't it a little early for Trick or Treaters?"	貓眼裡冒出一隻眼睛。「嘿，Mary！要糖不然搗蛋是不是太早了點？」
"Oh, gawd, Ed!! Get in the closet. It's my wife!!"	「天啊，Ed！！快躲進衣櫃！是我老婆！！」
Hmmm. Is that the smell of burning rubber?	嗯…那是橡膠燒焦的味道嗎？
"Oh, Jeff. You really know how to hurt a guy!"	「喔，Jeff。你還真懂怎麼傷人心！」
"Get away from him, you big bully! He's mine."	「離他遠一點，你這大惡霸！他是我的。」
Your are in the casino hotel's honeymoon suite. The heart-shaped bed is just waiting for you and Fawn. The dim lighting provides the perfect atmosphere. You've always appreciated the "Early American Gaudy" look. There is a radio on the shelf behind the bed.	你在賭場旅館的蜜月套房裡。心形床正等著你跟 Fawn。昏暗燈光烘托出絕佳氣氛。你向來偏愛這種「美式俗艷風」。床後的架子上擺著一台收音機。
This is the honeymoon suite. The heart-shaped bed would have been perfect for you and Fawn. Too bad things worked out like this!	這是蜜月套房，心形床本該是你跟 Fawn 的完美舞台。可惜事情變成這樣！
The radio interrupts the Frank Sinatra medley with an obnoxious singing commercial...	收音機打斷 Frank Sinatra 的組曲，插播一段煩死人的廣告歌……
"We're Ajax Liquor,\nand we're proud to say,\nwe deliver all across\nthe U.S.A."	「我們是 Ajax 酒行，\n驕傲跟你說，\n全美國走透透，\n送酒不囉唆。」
"You're out of luck\nif you want to dine,\nbut if you just need booze,\ndial 555-8039!"	「想吃飯沒得吃，\n算你倒楣衰，\n只要想喝酒，\n打 555-8039 來！」
Sounds like a nice mellow station...	聽起來是個挺輕鬆的電台……
"And now, back to our music."	「現在讓我們回到音樂時間。」
Click.	喀。
She doesn't appear to be in the mood yet, Larry.	Larry，她看起來還沒進入狀況。
Good idea. Unfortunately, you have nothing with which to cut a rope, Larry.	好主意。可惜 Larry，你手邊沒有能割繩子的東西。
Right!\n\nUsing the pocket knife you got from the old bum by the convenience store, you saw through the ropes holding you to the bed.	對啦！\n\n你拿出便利商店旁那個老乞丐給你的小刀，鋸斷了綁住你跟床的繩子。
You never know when a nice piece of rope will come in handy.	誰知道一條好繩子什麼時候會派上用場呢。
Since you have no way of cutting the ropes, and they're far too tightly tied for you to loosen, it looks like this is the end for you, Larry.	你沒辦法割斷繩子，繩結又綁得死緊，Larry，看樣子你這回真的完了。
You can't. She fastened them quite securely!	不行，她綁得可牢了！
You can't. You're tied to a bed!	不行，你被綁在床上！
She is so beautiful you want to do wonderful things to, er, ah, FOR her.	她美得讓你想對她……呃，是想「為」她做點美好的事。
"You know, a little wine would help me get in the mood, Larry."	「你知道嗎，來點紅酒會讓我比較有心情喔，Larry。」
"I'd think the least a gentleman would do is to buy a lady a bottle of wine."	「紳士怎麼說也該幫女士開瓶酒吧,連這點禮貌都不懂喔?」
She looks ready, Larry.	賴瑞,她看起來準備好了齁。
She says, "Lie down, Larry. I have a special surprise for you!"	她說:「躺下,賴瑞,我有個特別驚喜要給你!」
Then she says, "Close your eyes," and you do because you're sure that, finally, success is at hand.	接著她說:「閉上眼睛。」你乖乖照辦,因為你確信這次終於要修成正果了。
"Oh, Fawn!" you moan.	「喔,芳恩!」你呻吟著。
You grab your wallet and look inside.\n\nOh, well. At least she didn't find the %v90 bucks you hid in that secret compartment. With your consummate gambling skills, you should be back on your feet in no time!	你抓起錢包看了看。\n\n算了,至少她沒發現你藏在暗格裡的 %v90 塊。憑你出神入化的賭技,馬上就能東山再起!
You're tied to the bed and can't move.	你被綁在床上,動彈不得。
When Fawn has you securely tied to the bed, she grabs your wallet, saying, "You forgot to pay me for the wine," then heads out the door.	芳恩把你牢牢綁在床上後,一把抄走你的錢包,說:「你忘了付酒錢囉。」說完轉身出門。
"FAWN! Come back!" you shout. "This isn't funny!!"	「芳恩!回來!」你大喊。「這一點都不好笑!!」
"Aren't you going to pour the wine?" she says, her eyes flashing.	「你還不倒酒嗎?」她說,眼神閃著光。
"I'm ready when you are, honey!"\n\nCome on, Larry; what are you waiting for?	「我隨時奉陪,親愛的!」\n\n賴瑞,你還在等什麼?
She looks like she could use some of that wine.	她看起來很想喝點那瓶酒。
There's no wine here.	這裡沒有酒。
Right. Sure. Pour another for her while you're at it!	對啦對啦,順便再幫她倒一杯啊!
You grab the bottle, and fortify your courage with a long, hard belt!	你抓起酒瓶,咕嚕咕嚕灌了一大口,把膽子灌得硬邦邦!
You carefully remove the bottle from the wine bucket, unscrew the cap, and pour two glasses. She downs her glass immediately, you refill it, and she does it again. Her eyes meet yours, and you're sure luck is with you this time!	你小心翼翼地從冰桶取出酒瓶,轉開瓶蓋,倒了兩杯。她一飲而盡,你再倒一杯,她又乾了。四目相接,你確信這次手氣來了!
This room doesn't even have a telephone!	這房間居然連電話都沒有!
It's pretty complicated. There's a knob that says "On."	挺複雜的。上面有個旋鈕,寫著「開」。
The radio IS off.	收音機的確是關的。
The radio IS on.	收音機的確是開的。
"Ooh, Baby!\n\nThat feels so good!\n\nOoooooooooh!!"	「喔,寶貝!\n\n感覺好棒喔!\n\n喔喔喔喔喔——!!」
"Hey, what's the deal with the rope?"	「嘿,這繩子是怎麼回事?」
"Why are you tying me to the bed?"	「妳幹嘛把我綁在床上?」
You have more important things on your mind than sitting.	你現在滿腦子想的事,才不是坐下這種小事。
This window doesn't open.	這扇窗打不開。
The tuning knob on the radio is stuck. Looks like you're stuck with the Easy Listening station.	收音機的調頻鈕卡住了。看來你今晚只能將就聽「輕音樂台」囉。
You can't move the knob, but it doesn't matter since the radio isn't on anyway!	旋鈕轉不動,不過反正收音機根本沒開,轉不轉都沒差!
You see the lights of Lost Wages spread out before you.	失樂城的萬家燈火,在你眼前展開。
"Oh, Larry, it's you!" Fawn says. "I thought it was that cute, young delivery boy again."	「喔,賴瑞,是你啊!」芳恩說。「我還以為又是那個可愛的年輕外送小弟。」
Hmmm. Was "Tuesday" a good year?	嗯……「星期二」是個好年份嗎?
It's a table model, not a portable.	這是桌上型的,不是手提式的。
Besides, the hotel bolted it to the table.	而且旅館還把它鎖死在桌上了。
You are unable to break the window.	你打不破這扇窗。
You can't. It's the same brand that people can't break when they want to christen a ship!	不行。這款玻璃硬到,連辦下水典禮砸香檳都砸不破!
Don't you think a heart-shaped bed is trite?	你不覺得心形床有夠老梗嗎?
You can't. The delivery boy glued it to the table.	不行。外送小弟把它黏死在桌上了。
"FAWN!! You scum-sucking gutter slug, get back in here!"	「芳恩!!你這隻吃屎的水溝蛞蝓,給我滾回來!」
Unfortunately, your pleas go unheeded.	可惜,你的哀求沒人理。
"Say, Fawn, when are you going to get undressed?"	「欸,芳恩,妳到底什麼時候要脫衣服?」
Hmmm. You wonder if there's any way a guy can "consummate" by himself?	嗯……你在想,一個大男人能不能自己「圓房」?
Larry, it looks like "the honeymoon's over."	賴瑞,看來「蜜月期結束了」。
As she heads out the door, she laughs and says, "So long, turkey!"	她邊笑邊往門外走,說:「掰啦,呆頭鵝!」
%m14 A beautiful security guard sits behind a desk.	%m14 一位漂亮保安坐在辦公桌後。
She takes one look at the bottle of Spanish Fly and says, "Boy, thanks! How did you know that I love this stuff?!" She tosses down a couple of pills, then a few more, and finally gulps the whole bottle! Her breathing becomes faster and faster until she begins to pant.	她看到那瓶西班牙蒼蠅藥,眼睛一亮:「哇,謝啦!你怎麼知道我最愛這味?!」她先吞了兩顆,接著又吞幾顆,最後乾脆整瓶灌下肚!呼吸越來越急促,終於開始喘了起來。
She is a knockout! But that pair of pistols slung around her hips brings a sense of foreboding to your gut.	她正到爆炸!但腰間那兩把槍,讓你心裡湧起一股不祥的預感。
(Looks like tonight's your lucky night, Larry.)	(看來今晚是你走運的一晚,賴瑞。)
The rumors were right. You are quick on the trigger, Larry!	謠言果然沒錯,賴瑞,你這扳機扣得可真快!
"Try it, and I'll blow your head off."	「敢的話你試試看,我一槍轟爆你的頭。」
Evidently, this exit is for employees only. You'd better use the elevator.	很顯然這個出口只給員工用,你還是乖乖搭電梯吧。
The beautiful security guard is sitting at the desk. A pair of large pistols are in a holster around her slim waist. She looks friendly, but quick on the trigger.	漂亮的保全小姐坐在櫃檯後,細腰上掛著一副大槍套。她看起來很友善,但扳機扣得很快。
Since you're no longer staring at Faith's ample weapons, you notice an unlabeled button on her desk.	既然你終於把視線從費絲那對「傢伙」上移開,你注意到她桌上有個沒貼標籤的按鈕。
Oh, oh. Where are we goin' now, Larry?	唉呦,現在是要去哪啊,賴瑞?
You are at the top floor of the hotel.	你在旅館的頂樓。
%m14 That desk is where you lost your Faith, remember? (So glad there was a chance to use THAT line!)	%m14 就是在那張辦公桌你失去了 Faith，記得吧？（終於用上這句話了！）
A brass plate near the elevator says: "Private."	電梯旁的銅牌寫著:「私人專用」。
"Hi, my name's Faith. Nice suit!"	「嗨,我叫費絲,西裝不錯喔!」
"Bad breath's one thing, Mister; but, you could knock a buzzard off a manure truck!"	「口臭是一回事,先生;但你這口臭簡直能把禿鷹從糞車上薰下來!」
"Touch that button, and you're dead meat, White-Suit!"	「敢碰那個按鈕,白西裝,你就死定了!」
"So long!" Faith says. "I've got to find my boy friend before this stuff wears off!"	「掰啦!」費絲說。「我得在藥效退之前找到我男友!」
The penthouse elevator doors glide open.	頂樓套房的電梯門緩緩滑開。
The doors are securely closed. %m16 There is no button nearby.	門被鎖得死死的。%m16 附近沒有按鈕。
You run to the nearest door, and rap your knuckles loudly. You run right back to where you were.	你衝到最近的門,用力敲了幾下,然後又跑回原地。
(She is, of course, referring to the use of her gun, Larry.)	(她當然是指她那把槍,賴瑞,別會錯意。)
"Larry," you reply, getting your hopes aroused (among other things).	「賴瑞,」你回答,心裡的希望被撩了起來(其他部位也是)。
It appears Faith IS true to her name. Twisting her key in the lock, she disappears down the employee stairs.	看來費絲果然「守信」到底,對男友一片忠心。她轉動鑰匙上鎖,便消失在員工樓梯間。
The doors are open. Go on in.	門開了,進去吧。
"Hi ya, Baby. I think I loves ya!!"	「嗨唷,寶貝,我想我愛上妳了啦!!」
"May I help you in some way, Sir?" she responds in a pleasant, but businesslike voice.	「先生,需要什麼服務嗎?」她用親切卻公事公辦的語氣回答。
"Say, Larry," she says with a smile, "Is that a roll of dimes in your pocket, or are you just glad to see me?"	「欸,賴瑞,」她笑著說,「你口袋裡是裝了一卷硬幣,還是看到我太高興了?」
"'EXIT," she replies. "Try using it!"	「『出口』,」她回答。「試著用用看吧!」
"Faith," she replies.	「Faith，」她回答。
Hmmm. Unusual name.	嗯,真是個不常見的名字。
"I'm only in town for one night," you try again. "How about we get together when you get off duty?"	「我只在這城裡待一晚,」你不死心地再試一次,「要不要等妳下班後一起出去?」
She smiles and says, "Oh, I could never be unfaithful to my boyfriend."	她微笑著說:「喔,我對男友絕對不會不忠。」
(Larry, it seems this one's gonna require outside assistance.)	(賴瑞,看來這位需要外援才行。)
Try looking at the girl first.	先試著看看那個女孩吧。
They are a beautiful pair, aren't they?	這對真是美極了,對吧?
Her sweater reveals she's built like a brick shipyard.	她的毛衣完全遮不住,身材根本是「波濤洶湧」等級。
"Stop staring there," she says softly.	「別再盯著那裡看了,」她輕聲說。
"Really? I'm not that kind of girl."	「真的假的?我才不是那種女孩。」
Evidently the rooms on this floor are all unoccupied.	看來這層樓的房間都是空的。
Her eyes are as sensuous as her lips.	她的眼神和嘴唇一樣性感撩人。
You're a man of the world, Larry. Perhaps some sort of medical stimulant would help.	你可是見過世面的男人,賴瑞。也許來點「醫療用」提神劑會有幫助。
She waves back.	她揮手回應。
The glass elevator only goes down from here. How about you?	玻璃電梯從這裡只能往下,你呢?
"I'm sorry, but I can't."	「抱歉,我沒辦法。」
There's no need to do that.	沒必要這麼做。
"Usually when I'm with someone romantic!" she replies.	「通常是跟浪漫的人在一起的時候!」她回答。
"You know, I'm supposed to be working!"	「你知道嗎,我現在應該在上班!」
Her hair is thick and beautiful, falling in cascades around her delicate shoulders.	她濃密秀麗的長髮,如瀑布般披散在纖細的肩上。
Her lips are moist and inviting, but then, you also felt that way about old Mr. Weissenborn, your high school shop teacher!	她的雙唇濕潤誘人——不過說真的,你當年看高中木工老師 Weissenborn 先生時,好像也有過同樣的感覺!
I'm sorry," Faith replies, "but you don't know me that well!"	「抱歉,」費絲回答,「但你根本沒那麼了解我!」
"Well, now. Isn't THAT special!"	「哎呦,這下可真是特別呢!」
"Perhaps," she says, "but right now, I'm working."	「也許吧,」她說,「不過我現在在上班。」
"I'll be here all night."	「我整晚都會在這。」
The moon lights an expansive rooftop garden with a spa in one corner. You've found the source of the gurgling noise!	月光灑在寬闊的屋頂花園上,角落有座溫泉池。你終於找到那咕嚕咕嚕聲的源頭了!
Wasting no time, you hop into the water. Oooh, does it feel good! The warm water swirls about you, the bubbles stimulating you nearly as much as the beautiful woman across from you. With the warmth of the water soaking into your body, you become quite relaxed.	你毫不猶豫跳進水裡。喔,感覺真是太棒了!溫水在你身邊打轉,氣泡帶來的刺激感,幾乎不輸給對面那位美女。溫暖的水浸透全身,你整個人都放鬆了下來。
Wow! Just the way you like your women: nearby and naked! She has a beautiful tan, and a gorgeous body. You've waited a lifetime for this moment.	哇!正是你喜歡的那款女人:近在眼前又一絲不掛!她有著漂亮的古銅色肌膚和火辣身材。你這輩子就是在等這一刻。
What a beautiful face! She's leaning back, relaxing in the spa with the water bubbling up around her. It's even possible you could become sexually aroused by this!	好一張美麗的臉蛋!她仰躺在溫泉裡放鬆,水泡在她身邊咕嚕作響。這下,你搞不好真的會有點「性」致勃勃喔!
Eve takes your apple, and with a sweet, innocent look, raises it to her mouth. She takes a small bite out of it, while a sexy smile comes across her face. She winks, and lies back in the water, chewing delicately.	伊芙接過你的蘋果,帶著甜美無邪的表情舉到嘴邊。她輕輕咬了一小口,臉上浮現一抹性感的微笑。她眨了眨眼,躺回水裡,細細地咀嚼著。
Eve gently moves her sensuous tongue around the apple, tiny drops of the apple's juice glistening on her lips.	伊芙用性感的舌尖輕輕舔繞著蘋果,晶瑩的果汁在她唇邊閃閃發亮。
In the hot tub is the most beautiful girl you've ever seen! Beside her is her towel, and swim suit. You can't believe she doesn't mind your presence here.	溫泉池裡是你這輩子見過最美的女孩!她身旁放著毛巾和泳衣。你簡直不敢相信她一點都不介意你在這裡。
You have no apple.	你沒有蘋果。
Looking over at the next hotel, you notice an ugly girl getting undressed.	你往隔壁旅館一瞥,發現一個長相普通的女孩正在寬衣解帶。
She's not really that pretty.	她其實沒有很漂亮。
Well, she's looking better.	嗯,她看起來順眼多了。
You know, she's not that bad.	其實,她也沒那麼糟嘛。
You could ignore some of her faults.	有些缺點好像也可以睜一隻眼閉一隻眼。
Perhaps you're in love!	搞不好,你戀愛了!
Pant, pant, pant, pant, pant.	喘、喘、喘、喘、喘。
Something tells you that's the wrong approach with this one, Larry.	直覺告訴你,這招對這位小姐行不通,賴瑞。
She's really turning you on! You had no idea fruit could be so exciting.	她真的把你撩到不行!你從沒想過水果也能這麼刺激。
"Bad breath's one thing, Mister; but you could knock a buzzard off a manure truck!"	「口臭是一回事,先生;但你這口臭簡直能把禿鷹從糞車上薰下來!」
Nah. Who wants to go hot-tubbing alone?	才不要,誰想自己一個人泡溫泉啊?
"Hey, handsome, why don't you slip into the water with me, so we can REALLY get to know each other!"	「嘿,帥哥,不如你也下水陪我,我們才能『好好』認識彼此!」
Her hand is resting near a fluffy, white, expensive bath towel, embroidered in florid script with the name: "Eve."	她的手擱在一條蓬鬆的白色高級浴巾旁,上面用花體字繡著名字:「伊芙」。
You can take a hint. "Let's go, baby!" you whisper!	你看得懂暗示。「走吧,寶貝!」你低聲說!
"This water feels SO good!"	「這水感覺真的超讚!」
After finishing the apple, Eve slowly slides out of the hot tub, her steamy, naked body glistening in the moonlight. Barely covering her tremendous assets with the towel, she smiles and motions for you to follow her.	吃完蘋果後,伊芙緩緩從溫泉裡起身,她蒸騰的裸體在月光下閃閃發亮。用毛巾勉強遮住她傲人的身材,她微笑著示意你跟上。
"Who loves ya, baby?"	「誰愛妳呀,寶貝?」
"So long, baby!" you shout!	「掰啦,寶貝!」你大喊!
As you leave the hot tub, Eve speaks at last, "Say, Larry. You really ARE glad to see ME!!"	你離開溫泉時,伊芙終於開口:「說真的,賴瑞。你看到我是真的很『高興』耶!!」
It's difficult to take your eyes off the beautiful woman with whom you share the hot tub.	很難把視線從跟你共浴溫泉的美女身上移開。
She says nothing, but that smile tells you a lot.	她什麼都沒說,但那抹微笑已經說明了一切。
Perhaps if you establish eye contact first...	也許你該先跟她對上眼神……
"What's your name, gorgeous?" you ask.	「妳叫什麼名字啊,美人?」你問。
